date/time,script,user,action,table,field,"key value","old value","new value"
"2023-10-30 07:12:11",/jootidigitalhealthcare/logout,6,logout,::1,,,,
"2023-10-30 07:12:21",/jootidigitalhealthcare/login,7,login,::1,,,,
"2023-10-30 07:16:21",/jootidigitalhealthcare/logout,7,logout,::1,,,,
"2023-10-30 07:16:27",/jootidigitalhealthcare/login,7,login,::1,,,,
"2023-10-30 07:17:36",/jootidigitalhealthcare/logout,7,logout,::1,,,,
"2023-10-30 07:17:40",/jootidigitalhealthcare/login,7,login,::1,,,,
"2023-10-30 07:18:24",/jootidigitalhealthcare/logout,7,logout,::1,,,,
"2023-10-30 07:18:59",/jootidigitalhealthcare/login,7,login,::1,,,,
"2023-10-30 07:22:39",/jootidigitalhealthcare/logout,7,logout,::1,,,,
"2023-10-30 07:22:51",/jootidigitalhealthcare/login,6,login,::1,,,,
"2023-10-30 07:27:02",/jootidigitalhealthcare/logout,6,logout,::1,,,,
"2023-10-30 07:28:55",/jootidigitalhealthcare/login,6,login,::1,,,,
"2023-10-30 07:29:47",/jootidigitalhealthcare/logout,6,logout,::1,,,,
"2023-10-30 07:29:55",/jootidigitalhealthcare/login,7,login,::1,,,,
"2023-10-30 07:31:45",/jootidigitalhealthcare/logout,7,logout,::1,,,,
"2023-10-30 07:31:49",/jootidigitalhealthcare/login,7,login,::1,,,,
"2023-10-30 07:33:25",/jootidigitalhealthcare/logout,7,logout,::1,,,,
"2023-10-30 07:35:25",/jootidigitalhealthcare/login,1,login,::1,,,,
"2023-10-30 07:39:01",/jootidigitalhealthcare/logout,1,logout,::1,,,,
"2023-10-30 07:39:06",/jootidigitalhealthcare/login,1,login,::1,,,,
"2023-10-30 07:39:39",/jootidigitalhealthcare/logout,1,logout,::1,,,,
"2023-10-30 07:39:48",/jootidigitalhealthcare/login,4,login,::1,,,,
"2023-10-30 07:40:35",/jootidigitalhealthcare/logout,4,logout,::1,,,,
"2023-10-30 07:40:51",/jootidigitalhealthcare/login,3,login,::1,,,,
"2023-10-30 07:54:10",/jootidigitalhealthcare/logout,3,logout,::1,,,,
"2023-10-30 07:54:14",/jootidigitalhealthcare/login,3,login,::1,,,,
"2023-10-30 08:55:52",/jootidigitalhealthcare/logout,3,logout,::1,,,,
"2023-10-30 09:06:33",/jootidigitalhealthcare/login,1,login,::1,,,,
"2023-10-30 09:21:15",/jootidigitalhealthcare/logout,1,logout,::1,,,,
"2023-10-30 09:38:53",/jootidigitalhealthcare/login,1,login,::1,,,,
"2023-10-30 09:41:02",/jootidigitalhealthcare/logout,1,logout,::1,,,,
"2023-10-30 09:52:16",/jootidigitalhealthcare/login,1,login,::1,,,,
"2023-10-30 11:36:36",/jootidigitalhealthcare/logout,1,logout,::1,,,,
"2023-10-30 12:19:15",/jootidigitalhealthcare/login,1,login,::1,,,,
"2023-10-30 12:19:33",/jootidigitalhealthcare/logout,1,logout,::1,,,,
"2023-10-30 12:19:45",/jootidigitalhealthcare/login,3,login,::1,,,,
"2023-10-30 12:22:56",/jootidigitalhealthcare/logout,3,logout,::1,,,,
"2023-10-30 12:24:26",/jootidigitalhealthcare/login,3,login,::1,,,,
"2023-10-30 12:24:46",/jootidigitalhealthcare/logout,3,logout,::1,,,,
"2023-10-30 12:25:00",/jootidigitalhealthcare/login,2,login,::1,,,,
"2023-10-30 12:41:28",/jootidigitalhealthcare/logout,2,logout,::1,,,,
"2023-10-30 12:41:40",/jootidigitalhealthcare/login,2,login,::1,,,,
"2023-10-30 12:41:47",/jootidigitalhealthcare/logout,2,logout,::1,,,,
"2023-10-30 12:41:55",/jootidigitalhealthcare/login,7,login,::1,,,,
"2023-10-30 12:43:48",/jootidigitalhealthcare/logout,7,logout,::1,,,,
"2023-10-30 12:45:25",/jootidigitalhealthcare/login,7,login,::1,,,,
"2023-10-30 12:45:54",/jootidigitalhealthcare/logout,7,logout,::1,,,,
"2023-10-30 12:46:07",/jootidigitalhealthcare/login,1,login,::1,,,,
"2023-10-30 12:47:31",/jootidigitalhealthcare/logout,1,logout,::1,,,,
"2023-10-30 12:47:40",/jootidigitalhealthcare/login,3,login,::1,,,,
"2023-10-30 12:48:34",/jootidigitalhealthcare/logout,3,logout,::1,,,,
"2023-10-30 12:51:35",/jootidigitalhealthcare/login,1,login,::1,,,,
"2023-10-30 13:16:14",/jootidigitalhealthcare/login,1,login,::1,,,,
"2023-10-30 13:30:33",/login,1,login,::1,,,,
